A1_MCS,B1_MCS,SP_MCS,U1_MCS,V1_MCS,X1_MCS,Y1_MCS,Z1_MCS,A1_Load,B1_Load,SP_Load,U1_Load,V1_Load,X1_Load,Y1_Load,Z1_Load,A1_Torque,B1_Torque,SP_Torque,U1_Torque,V1_Torque,X1_Torque,Y1_Torque,Z1_Torque,A1_Motor_speed,A1_Temperature,B1_Motor_speed,B1_Temperature,SP_Motor_speed,SP_Temperature,U1_Motor_speed,U1_Temperature,V1_Motor_speed,V1_Temperature,X1_Motor_speed,X1_Temperature,Y1_Motor_speed,Y1_Temperature,Z1_Motor_speed,Z1_Temperature,Machine data_FEED_OVR,Machine data_MODE TMDB,Machine data_SPEED_OVR,Machine data_Vibro_value,Machine data_TEMPERATURE_1,Machine data_TEMPERATURE_2,Machine data_TEMPERATURE_3,Machine data_TEMPERATURE_4,A1_MCS,B1_MCS,SP_MCS,U1_MCS,V1_MCS,X1_MCS,Y1_MCS,Z1_MCS,A1_Load,B1_Load,SP_Load,U1_Load,V1_Load,X1_Load,Y1_Load,Z1_Load,A1_Torque,B1_Torque,SP_Torque,U1_Torque,V1_Torque,X1_Torque,Y1_Torque,Z1_Torque,A1_Motor_speed,A1_Temperature,B1_Motor_speed,B1_Temperature,SP_Motor_speed,SP_Temperature,U1_Motor_speed,U1_Temperature,V1_Motor_speed,V1_Temperature,X1_Motor_speed,X1_Temperature,Y1_Motor_speed,Y1_Temperature,Z1_Motor_speed,Z1_Temperature,Machine data_FEED_OVR,Machine data_MODE TMDB,Machine data_SPEED_OVR,Machine data_Vibro_value,Machine data_TEMPERATURE_1,Machine data_TEMPERATURE_2,Machine data_TEMPERATURE_3,Machine data_TEMPERATURE_4,
0.000,0.000,282.940,0.000,0.000,14.470,342.650,288.730,0.000,0.000,9.770,0.000,0.000,1.370,5.620,1.140,0.000,-0.000,-14.630,0.000,0.000,-3.320,-5.630,1.740,0.000,0.000,-0.000,21.600,-1791.850,51.500,0.000,0.000,0.000,0.000,-19.300,25.800,0.010,-77.900,-0.000,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,210.890,0.000,0.000,16.870,342.650,288.730,0.000,0.000,9.130,0.000,0.000,1.200,5.640,1.150,0.000,0.000,-13.520,0.000,0.000,-3.470,-5.670,1.880,0.000,0.000,0.020,21.600,-1791.990,51.500,0.000,0.000,0.000,0.000,-19.170,25.780,-0.010,-77.890,0.020,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,166.440,0.000,0.000,18.480,342.650,288.730,0.000,0.000,9.620,0.000,0.000,1.270,5.610,1.170,0.000,0.000,-13.810,0.000,0.000,-2.480,-5.810,1.910,0.000,0.000,0.000,21.600,-1791.720,51.500,0.000,0.000,0.000,0.000,-19.400,25.710,-0.010,-77.890,-0.040,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,94.380,0.000,0.000,20.880,342.650,288.730,0.000,0.000,8.640,0.000,0.000,1.270,5.620,1.150,0.000,-0.000,-15.370,0.000,0.000,-3.360,-5.790,1.630,0.000,0.000,-0.010,21.600,-1792.360,51.500,0.000,0.000,0.000,0.000,-19.540,25.750,0.010,-77.800,-0.010,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,22.300,0.000,0.000,23.280,342.650,288.730,0.000,0.000,9.360,0.000,0.000,1.180,5.660,1.140,0.000,0.010,-15.440,0.000,0.000,-2.500,-5.810,1.610,0.000,0.000,-0.020,21.600,-1791.960,51.500,0.000,0.000,0.000,0.000,-19.380,25.790,-0.010,-77.870,0.020,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,337.720,0.000,0.000,24.890,342.650,288.730,0.000,0.000,9.230,0.000,0.000,1.320,5.670,1.140,0.000,0.010,-11.480,0.000,0.000,-2.480,-5.700,1.890,0.000,0.000,-0.010,21.580,-1791.870,51.500,0.000,0.000,0.000,0.000,-19.260,25.780,0.020,-77.900,0.040,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,265.640,0.000,0.000,27.290,342.650,288.730,0.000,0.000,9.180,0.000,0.000,1.390,5.680,1.130,0.000,0.000,-13.310,0.000,0.000,-2.670,-5.900,1.760,0.000,0.000,-0.020,21.600,-1792.050,51.500,0.000,0.000,0.000,0.000,-19.500,25.800,0.010,-77.840,0.040,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,210.930,0.000,0.000,28.870,342.650,288.730,0.000,0.000,9.440,0.000,0.000,1.420,5.690,1.150,0.000,-0.010,-13.480,0.000,0.000,-2.610,-5.800,1.600,0.000,0.000,-0.030,21.600,-1791.870,51.500,0.000,0.000,0.000,0.000,-19.170,25.800,0.010,-77.870,0.020,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,139.020,0.000,0.000,31.270,342.650,288.730,0.000,0.000,9.440,0.000,0.000,1.110,5.680,1.110,0.000,0.010,-14.130,0.000,0.000,-2.830,-5.750,1.820,0.000,0.000,-0.020,21.600,-1792.130,51.500,0.000,0.000,0.000,0.000,-19.190,25.800,-0.040,-77.820,0.040,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
0.000,0.000,22.510,0.000,0.000,35.280,342.650,288.730,0.000,0.000,8.220,0.000,0.000,1.100,6.490,0.970,0.000,0.000,-7.150,0.000,0.000,-3.060,-6.440,1.540,0.000,0.000,0.000,21.600,-1792.190,51.400,0.000,0.000,0.000,0.000,-19.130,25.800,0.040,-77.840,0.040,24.300,100,3,100,0.300,21.000,22.600,21.000,22.600,22.600
